Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/follows  ?n  ?b  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0028	0.157894737	0.157894737	42	266	266	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/follows  ?h  ?b  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0064	0.299065421	0.299065421	96	321	321	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/followedBy  ?h  ?b  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.003466667	0.183098592	0.183098592	52	284	284	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/previousWork  ?h  ?a  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.0032	0.011170584	0.011170584	48	4297	4297	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/previousWork  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.3362	0.900535714	0.907667387	5043	5600	5556	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/previousWork  ?n  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.341266667	0.942031653	0.942031653	5119	5434	5434	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/follows  ?n  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.0062	0.324041812	0.324041812	93	287	287	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/followedBy  ?n  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.002666667	0.149253731	0.149253731	40	268	268	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/followedBy  ?h  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.006066667	0.294498382	0.294498382	91	309	309	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/follows  ?h  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.003	0.149006623	0.149006623	45	302	302	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/previousWork  ?n  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.003466667	0.012098651	0.012098651	52	4298	4298	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?b  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.334533333	0.901383151	0.908893316	5018	5567	5521	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/movie  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.001066667	0.262295082	0.262295082	16	61	61	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/composer  ?h  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.1064	0.034895161	0.034895161	1596	45737	45737	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/artist  ?h  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.106333333	0.028113653	0.028113653	1595	56734	56734	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/producer  ?h  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.091533333	0.019866017	0.019866017	1373	69113	69113	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/director  ?h  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.004933333	0.126495726	0.126495726	74	585	585	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/starring  ?h  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002933333	0.063037249	0.063037249	44	698	698	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/musicalArtist  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.094533333	0.035349255	0.035349255	1418	40114	40114	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/musicalBand  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.094533333	0.035349255	0.035349255	1418	40114	40114	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/producer  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.0892	0.019992529	0.019992529	1338	66925	66925	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/director  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.004866667	0.126079447	0.126079447	73	579	579	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/starring  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002733333	0.060029283	0.060029283	41	683	683	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/picture  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.001466667	0.020833333	0.020833333	22	1056	1056	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/composer  ?n  ?b  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.001133333	0.060283688	0.060283688	17	282	282	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/album  ?h  ?n  http://dbpedia.org/ontology/follows  ?h   => ?a  equalTo  ?b	0.001133333	0.309090909	0.309090909	17	55	55	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/album  ?h  ?a  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.001066667	0.012012012	0.012012012	16	1332	1332	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/album  ?h  ?a  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.001733333	0.020392157	0.020392157	26	1275	1275	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/composer  ?h  ?n  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.1064	0.034977755	0.034977755	1596	45629	45629	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/artist  ?h  ?b  http://dbpedia.org/ontology/composer  ?h   => ?a  equalTo  ?b	0.072266667	0.026717934	0.026717934	1084	40572	40572	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/composer  ?h  ?n  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.065933333	0.017231466	0.017231466	989	57395	57395	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/composer  ?h  ?a  http://dbpedia.org/ontology/musicalArtist  ?n   => ?a  equalTo  ?b	0.061066667	0.033594953	0.033594953	916	27266	27266	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/composer  ?h  ?a  http://dbpedia.org/ontology/musicalBand  ?n   => ?a  equalTo  ?b	0.061066667	0.033594953	0.033594953	916	27266	27266	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/composer  ?h  ?a  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.1004	0.031659939	0.031659939	1506	47568	47568	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/composer  ?h  ?a  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.068933333	0.017729159	0.017729159	1034	58322	58322	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/artist  ?n  ?b  http://dbpedia.org/ontology/composer  ?h   => ?a  equalTo  ?b	0.011533333	0.012270374	0.012270374	173	14099	14099	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/composer  ?h  ?a  http://dbpedia.org/ontology/picture  ?n   => ?a  equalTo  ?b	0.001333333	0.020283976	0.020283976	20	986	986	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/birthPlace  ?h  ?n  http://dbpedia.org/ontology/deathPlace  ?h   => ?a  equalTo  ?b	0.004933333	0.07014218	0.07014218	74	1055	1055	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/birthPlace  ?h  ?n  http://dbpedia.org/ontology/nationality  ?h   => ?a  equalTo  ?b	0.0018	0.023336214	0.023336214	27	1157	1157	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/birthPlace  ?h  ?a  http://dbpedia.org/ontology/hometown  ?n   => ?a  equalTo  ?b	0.006133333	0.02047174	0.02047174	92	4494	4494	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/birthPlace  ?h  ?a  http://dbpedia.org/ontology/deathPlace  ?n   => ?a  equalTo  ?b	0.0048	0.057692308	0.057692308	72	1248	1248	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/followedBy  ?n  ?b  http://dbpedia.org/ontology/follows  ?h   => ?a  equalTo  ?b	0.0232	0.953424658	0.953424658	348	365	365	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/follows  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.0062	0.302931596	0.302931596	93	307	307	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/follows  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.0028	0.14334471	0.14334471	42	293	293	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/follows  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0064	0.296296296	0.296296296	96	324	324	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/follows  ?h  ?n  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.003	0.149006623	0.149006623	45	302	302	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/album  ?h  ?b  http://dbpedia.org/ontology/follows  ?h   => ?a  equalTo  ?b	0.001133333	0.309090909	0.309090909	17	55	55	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/follows  ?h  ?a  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.01	0.365853659	0.365853659	150	410	410	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/album  ?n  ?b  http://dbpedia.org/ontology/follows  ?h   => ?a  equalTo  ?b	0.001133333	0.314814815	0.314814815	17	54	54	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/follows  ?h  ?a  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.003666667	0.149456522	0.149456522	55	368	368	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/follows  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0092	0.340740741	0.343283582	138	405	402	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/follows  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?a   => ?a  equalTo  ?b	0.003666667	0.151933702	0.152777778	55	362	360	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/draftTeam  ?h  ?a  http://dbpedia.org/ontology/team  ?n   => ?a  equalTo  ?b	0.001	0.012668919	0.012668919	15	1184	1184	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?h  http://dbpedia.org/ontology/follows  ?n   => ?a  equalTo  ?b	0.0232	0.956043956	0.956043956	348	364	364	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.0056	0.303249097	0.303249097	84	277	277	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.002666667	0.158730159	0.158730159	40	252	252	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?n  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.006066667	0.294498382	0.294498382	91	309	309	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.003466667	0.18245614	0.18245614	52	285	285	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?a  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.0088	0.34828496	0.34828496	132	379	379	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?a  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.003933333	0.176646707	0.176646707	59	334	334	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?a   => ?a  equalTo  ?b	0.008733333	0.346560847	0.347480106	131	378	377	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/followedBy  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.004	0.173913043	0.173913043	60	345	345	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/firstDriver  ?h  ?n  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.012933333	0.027929744	0.027929744	194	6946	6946	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/fastestDriver  ?h  ?b  http://dbpedia.org/ontology/firstDriver  ?h   => ?a  equalTo  ?b	0.012333333	0.029988653	0.029988653	185	6169	6169	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/firstDriver  ?h  ?a  http://dbpedia.org/ontology/poleDriver  ?n   => ?a  equalTo  ?b	0.012866667	0.027781776	0.027781776	193	6947	6947	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/fastestDriver  ?n  ?b  http://dbpedia.org/ontology/firstDriver  ?h   => ?a  equalTo  ?b	0.012533333	0.031554213	0.031554213	188	5958	5958	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?n  http://dbpedia.org/ontology/firstDriver  ?h   => ?a  equalTo  ?b	0.012333333	0.029988653	0.029988653	185	6169	6169	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?n  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.010333333	0.026019809	0.026019809	155	5957	5957	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/firstDriver  ?n   => ?a  equalTo  ?b	0.0124	0.030175211	0.030175211	186	6164	6164	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/poleDriver  ?n   => ?a  equalTo  ?b	0.0104	0.026183283	0.026183283	156	5958	5958	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/secondDriver  ?n   => ?a  equalTo  ?b	0.0054	0.02192745	0.02192745	81	3694	3694	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/thirdDriver  ?n   => ?a  equalTo  ?b	0.002333333	0.011697861	0.011697861	35	2992	2992	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/firstDriver  ?h  ?b  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.012933333	0.027929744	0.027929744	194	6946	6946	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/fastestDriver  ?h  ?b  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.010333333	0.026019809	0.026019809	155	5957	5957	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/firstDriver  ?n  ?b  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.012933333	0.027961949	0.027961949	194	6938	6938	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/fastestDriver  ?n  ?b  http://dbpedia.org/ontology/poleDriver  ?h   => ?a  equalTo  ?b	0.0104	0.027455121	0.027455121	156	5682	5682	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/poleDriver  ?h  ?a  http://dbpedia.org/ontology/secondDriver  ?n   => ?a  equalTo  ?b	0.0036	0.014430786	0.014430786	54	3742	3742	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/poleDriver  ?h  ?a  http://dbpedia.org/ontology/thirdDriver  ?n   => ?a  equalTo  ?b	0.002333333	0.011888587	0.011888587	35	2944	2944	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/currentTeam  ?h  ?a  http://dbpedia.org/ontology/team  ?n   => ?a  equalTo  ?b	0.016	0.07797271	0.07797271	240	3078	3078	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/firstDriverTeam  ?h  ?n  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.016133333	0.015997885	0.015997885	242	15127	15127	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?b  http://dbpedia.org/ontology/firstDriverTeam  ?h   => ?a  equalTo  ?b	0.015266667	0.01682092	0.01682092	229	13614	13614	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/firstDriverTeam  ?h  ?a  http://dbpedia.org/ontology/poleDriverTeam  ?n   => ?a  equalTo  ?b	0.015533333	0.014843601	0.014843601	233	15697	15697	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/fastestDriverTeam  ?n  ?b  http://dbpedia.org/ontology/firstDriverTeam  ?h   => ?a  equalTo  ?b	0.014666667	0.015740145	0.015740145	220	13977	13977	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/firstDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?n   => ?a  equalTo  ?b	0.0078	0.010556708	0.010556708	117	11083	11083	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/firstDriverTeam  ?h  ?b  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.016133333	0.015997885	0.015997885	242	15127	15127	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?b  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.013466667	0.01436802	0.01436802	202	14059	14059	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/firstDriverTeam  ?n  ?b  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.0152	0.014673703	0.014673703	228	15538	15538	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/fastestDriverTeam  ?n  ?b  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.012733333	0.013153364	0.013153364	191	14521	14521	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/poleDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?n   => ?a  equalTo  ?b	0.008666667	0.011602999	0.011602999	130	11204	11204	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?n  http://dbpedia.org/ontology/firstDriverTeam  ?h   => ?a  equalTo  ?b	0.015266667	0.01682092	0.01682092	229	13614	13614	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?n  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.013466667	0.01436802	0.01436802	202	14059	14059	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?a  http://dbpedia.org/ontology/poleDriverTeam  ?n   => ?a  equalTo  ?b	0.012933333	0.01326405	0.01326405	194	14626	14626	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?a  http://dbpedia.org/ontology/firstDriverTeam  ?n   => ?a  equalTo  ?b	0.014333333	0.015387919	0.015387919	215	13972	13972	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?n   => ?a  equalTo  ?b	0.008266667	0.011889922	0.011889922	124	10429	10429	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/developer  ?h  ?b  http://dbpedia.org/ontology/publisher  ?h   => ?a  equalTo  ?b	0.011133333	0.056021469	0.056021469	167	2981	2981	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/developer  ?n  ?b  http://dbpedia.org/ontology/publisher  ?h   => ?a  equalTo  ?b	0.011933333	0.051944283	0.051944283	179	3446	3446	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/developer  ?h  ?n  http://dbpedia.org/ontology/publisher  ?h   => ?a  equalTo  ?b	0.011133333	0.054970375	0.054970375	167	3038	3038	-1
